id,Address,State,County,City,Date Local,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI
63578,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/5/00,22.571429,37,20,35
63579,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/5/00,22.571429,37,20,35
63580,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/6/00,19.583333,35,19,33
63581,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/6/00,19.583333,35,19,33
63582,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/6/00,19.583333,35,19,33
63583,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/6/00,19.583333,35,19,33
63584,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/7/00,19.333333,24,0,23
63585,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/7/00,19.333333,24,0,23
63586,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/7/00,19.333333,24,0,23
63587,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/7/00,19.333333,24,0,23
63588,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/8/00,18.208333,40,23,38
63589,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/8/00,18.208333,40,23,38
63590,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/8/00,18.208333,40,23,38
63591,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/8/00,18.208333,40,23,38
63592,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/9/00,30.958333,43,18,41
63593,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/9/00,30.958333,43,18,41
63594,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/9/00,30.958333,43,18,41
63595,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/9/00,30.958333,43,18,41
63596,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/10/00,23.791667,35,6,33
63597,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/10/00,23.791667,35,6,33
63598,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/10/00,23.791667,35,6,33
63599,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/10/00,23.791667,35,6,33
63600,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/11/00,19.875,34,20,32
63601,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/11/00,19.875,34,20,32
63602,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/11/00,19.875,34,20,32
63603,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/11/00,19.875,34,20,32
63604,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/12/00,25,74,21,72
63605,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/12/00,25,74,21,72
63606,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/12/00,25,74,21,72
63607,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/12/00,25,74,21,72
63608,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/13/00,37.956522,59,0,56
63609,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/13/00,37.956522,59,0,56
63610,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/13/00,37.956522,59,0,56
63611,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/13/00,37.956522,59,0,56
63612,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/14/00,30.791667,45,0,42
63613,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/14/00,30.791667,45,0,42
63614,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/14/00,30.791667,45,0,42
63615,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/14/00,30.791667,45,0,42
63616,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/15/00,17.375,30,23,28
63617,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/15/00,17.375,30,23,28
63618,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/15/00,17.375,30,23,28
63619,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/15/00,17.375,30,23,28
63620,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/16/00,27.416667,48,19,45
63621,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/16/00,27.416667,48,19,45
63622,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/16/00,27.416667,48,19,45
63623,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/16/00,27.416667,48,19,45
63624,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/17/00,23.625,36,3,34
63625,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/17/00,23.625,36,3,34
63626,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/17/00,23.625,36,3,34
63627,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/17/00,23.625,36,3,34
63628,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/18/00,33.083333,54,7,51
63629,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/18/00,33.083333,54,7,51
63630,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/18/00,33.083333,54,7,51
63631,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/18/00,33.083333,54,7,51
63632,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/19/00,27.875,39,14,37
63633,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/19/00,27.875,39,14,37
63634,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/19/00,27.875,39,14,37
63635,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/19/00,27.875,39,14,37
63636,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/20/00,26.208333,66,20,64
63637,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/20/00,26.208333,66,20,64
63638,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/20/00,26.208333,66,20,64
63639,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/20/00,26.208333,66,20,64
63640,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/21/00,35.6,55,20,52
63641,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/21/00,35.6,55,20,52
63642,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/21/00,35.6,55,20,52
63643,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/21/00,35.6,55,20,52
63644,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/22/00,23.125,38,21,36
63645,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/22/00,23.125,38,21,36
63646,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/22/00,23.125,38,21,36
63647,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/22/00,23.125,38,21,36
63648,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/23/00,24.791667,71,22,69
63649,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/23/00,24.791667,71,22,69
63650,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/23/00,24.791667,71,22,69
63651,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/23/00,24.791667,71,22,69
63652,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/24/00,28.708333,46,0,43
63653,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/24/00,28.708333,46,0,43
63654,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/24/00,28.708333,46,0,43
63655,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/24/00,28.708333,46,0,43
63656,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/25/00,18.375,33,5,31
63657,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/25/00,18.375,33,5,31
63658,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/25/00,18.375,33,5,31
63659,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/25/00,18.375,33,5,31
63660,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/26/00,16.318182,24,7,23
63661,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/26/00,16.318182,24,7,23
63662,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/26/00,16.318182,24,7,23
63663,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/26/00,16.318182,24,7,23
63664,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/27/00,19.416667,26,16,25
63665,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/27/00,19.416667,26,16,25
63666,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/27/00,19.416667,26,16,25
63667,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/27/00,19.416667,26,16,25
63668,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/28/00,20.125,41,21,39
63669,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/28/00,20.125,41,21,39
63670,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/28/00,20.125,41,21,39
63671,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/28/00,20.125,41,21,39
63672,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/29/00,27.291667,35,1,33
63673,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/29/00,27.291667,35,1,33
63674,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/29/00,27.291667,35,1,33
63675,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/29/00,27.291667,35,1,33
63676,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/30/00,19.666667,27,0,25
63677,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/30/00,19.666667,27,0,25
63678,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/30/00,19.666667,27,0,25
63679,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/30/00,19.666667,27,0,25
63680,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/31/00,13.541667,22,5,21
63681,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/31/00,13.541667,22,5,21
63682,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/31/00,13.541667,22,5,21
63683,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/31/00,13.541667,22,5,21
63684,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/1/00,19.541667,33,19,31
63685,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/1/00,19.541667,33,19,31
63686,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/1/00,19.541667,33,19,31
63687,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/1/00,19.541667,33,19,31
63688,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/2/00,32.904762,53,19,50
63689,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/2/00,32.904762,53,19,50
63690,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/2/00,32.904762,53,19,50
63691,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/2/00,32.904762,53,19,50
63692,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/3/00,39,55,23,52
63693,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/3/00,39,55,23,52
63694,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/3/00,39,55,23,52
63695,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/3/00,39,55,23,52
63696,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/4/00,27.958333,51,0,48
63697,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/4/00,27.958333,51,0,48
63698,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/4/00,27.958333,51,0,48
63699,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/4/00,27.958333,51,0,48
63700,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/5/00,22.291667,62,21,60
63701,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/5/00,22.291667,62,21,60
63702,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/5/00,22.291667,62,21,60
63703,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/5/00,22.291667,62,21,60
63704,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/6/00,29.916667,48,0,45
63705,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/6/00,29.916667,48,0,45
63706,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/6/00,29.916667,48,0,45
63707,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/6/00,29.916667,48,0,45
63708,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/7/00,28.708333,55,23,52
63709,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/7/00,28.708333,55,23,52
63710,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/7/00,28.708333,55,23,52
63711,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/7/00,28.708333,55,23,52
63712,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/8/00,31.291667,50,0,47
63713,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/8/00,31.291667,50,0,47
63714,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/8/00,31.291667,50,0,47
63715,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/8/00,31.291667,50,0,47
63716,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/9/00,35.375,51,3,48
63717,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/9/00,35.375,51,3,48
63718,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/9/00,35.375,51,3,48
63719,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/9/00,35.375,51,3,48
63720,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/10/00,31.047619,77,21,76
63721,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/10/00,31.047619,77,21,76
63722,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/10/00,31.047619,77,21,76
63723,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/10/00,31.047619,77,21,76
63724,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/11/00,37.333333,60,0,57
63725,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/11/00,37.333333,60,0,57
63726,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/11/00,37.333333,60,0,57
63727,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/11/00,37.333333,60,0,57
63728,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/12/00,15.875,28,17,26
63729,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/12/00,15.875,28,17,26
63730,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/12/00,15.875,28,17,26
63731,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/12/00,15.875,28,17,26
63732,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/13/00,12.791667,20,21,19
63733,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/13/00,12.791667,20,21,19
63734,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/13/00,12.791667,20,21,19
63735,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/13/00,12.791667,20,21,19
63736,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/14/00,19.181818,26,15,25
63737,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/14/00,19.181818,26,15,25
63738,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/14/00,19.181818,26,15,25
63739,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/14/00,19.181818,26,15,25
63740,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/15/00,22.625,56,20,53
63741,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/15/00,22.625,56,20,53
63742,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/15/00,22.625,56,20,53
63743,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/15/00,22.625,56,20,53
63744,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/16/00,30.375,50,6,47
63745,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/16/00,30.375,50,6,47
63746,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/16/00,30.375,50,6,47
63747,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/16/00,30.375,50,6,47
63748,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/17/00,19.083333,44,21,42
63749,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/17/00,19.083333,44,21,42
63750,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/17/00,19.083333,44,21,42
63751,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/17/00,19.083333,44,21,42
63752,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/18/00,29.458333,41,18,39
63753,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/18/00,29.458333,41,18,39
63754,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/18/00,29.458333,41,18,39
63755,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/18/00,29.458333,41,18,39
63756,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/19/00,19.208333,32,20,30
63757,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/19/00,19.208333,32,20,30
63758,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/19/00,19.208333,32,20,30
63759,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/19/00,19.208333,32,20,30
63760,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/20/00,14.666667,29,19,27
63761,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/20/00,14.666667,29,19,27
63762,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/20/00,14.666667,29,19,27
63763,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/20/00,14.666667,29,19,27
63764,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/21/00,20.708333,43,23,41
63765,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/21/00,20.708333,43,23,41
63766,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/21/00,20.708333,43,23,41
63767,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/21/00,20.708333,43,23,41
63768,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/22/00,30.875,41,0,39
63769,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/22/00,30.875,41,0,39
63770,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/22/00,30.875,41,0,39
63771,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/22/00,30.875,41,0,39
63772,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/23/00,39.181818,55,7,52
63773,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/23/00,39.181818,55,7,52
63774,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/23/00,39.181818,55,7,52
63775,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/23/00,39.181818,55,7,52
63776,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/24/00,35.75,76,20,74
63777,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/24/00,35.75,76,20,74
63778,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/24/00,35.75,76,20,74
63779,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/24/00,35.75,76,20,74
63780,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/25/00,28.583333,51,22,48
63781,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/25/00,28.583333,51,22,48
63782,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/25/00,28.583333,51,22,48
63783,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/25/00,28.583333,51,22,48
63784,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/26/00,36.333333,71,21,69
63785,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,8/26/00,36.333333,71,21,69
